Word, Length, #Unique Characters, Optimal Guesses Required, Optimal Incorrect Guesses Required, Optimal Guesses, Optimal options at 10, Easy Guesses Required, Easy Incorrect Guesses Required, Easy options at 10
position, 8, 6, 6, 2, e i n o t l,0,7,2,0
positionable, 12, 10, 3, 0, i n l,0,3,0,0
positional, 10, 8, 5, 1, e i l n o,0,4,1,0
positionally, 12, 9, 5, 0, i n l y o,0,4,1,0
positioned, 10, 8, 4, 0, e s d t,0,4,1,0
positioning, 11, 7, 5, 1, e i n g o,0,5,2,0
positions, 9, 6, 5, 1, e i s n t,0,5,2,0
positive, 8, 7, 5, 2, e a i o m,0,5,1,0
positively, 10, 9, 3, 0, e s t,0,4,1,0
positiveness, 12, 8, 3, 0, i n s,0,2,0,0
positives, 9, 7, 3, 0, e s i,0,5,1,0
positivism, 10, 7, 6, 1, e i t o p m,0,5,2,0
positivist, 10, 6, 3, 1, e i t,0,4,2,0
positivists, 11, 6, 4, 1, e i o s,0,4,2,0
positivity, 10, 7, 3, 1, e i t,0,5,2,0
positron, 8, 7, 4, 2, e i a n,0,5,2,0
positrons, 9, 7, 5, 3, e i a l s,0,5,2,0
posits, 6, 5, 5, 3, e a i n s,0,7,3,0
posse, 5, 4, 4, 1, e a o s,0,7,4,0
possess, 7, 4, 2, 0, e s,0,7,4,0
possessed, 9, 5, 2, 0, e s,0,7,4,0
possesses, 9, 4, 2, 0, e s,0,7,4,0
possessing, 10, 7, 6, 1, e i n g r s,0,7,2,0
possession, 10, 6, 5, 1, e i n o t,0,6,2,0
possessions, 11, 6, 5, 0, e n i o s,0,6,2,0
possessive, 10, 6, 5, 2, e r t v s,0,6,3,0
possessively, 12, 8, 6, 0, i e l y v s,0,5,2,0
possessiveness, 14, 7, 3, 0, i n s,0,4,2,0
possessives, 11, 6, 2, 0, e s,0,4,2,0
possessor, 9, 5, 5, 2, e i r o c,0,6,4,0
possessors, 10, 5, 3, 1, e i s,0,6,4,0
possibilities, 13, 8, 3, 0, i t s,0,4,1,0
possibility, 11, 8, 4, 2, e i n l,0,5,2,0
possible, 8, 7, 7, 2, e a i l b o r,0,7,3,0
possibles, 9, 7, 3, 0, e s i,0,7,3,0
possibly, 8, 7, 3, 1, e i s,0,7,4,0
possum, 6, 5, 6, 3, e a i o u p,0,7,5,0
possums, 7, 5, 7, 3, e i a o u s p,0,7,5,0
post, 4, 4, 6, 2, e a o s t p,0,14,11,2
postage, 7, 7, 7, 0, e a t g o p s,0,9,4,0
postal, 6, 6, 7, 3, e a l i o r t,0,8,4,0
postbag, 7, 7, 9, 4, e i a o r t s p n,0,7,3,0
postbox, 7, 6, 6, 3, e i a o t x,0,6,4,0
postboxes, 9, 7, 7, 2, e s i t o p d,0,11,7,0
postcard, 8, 8, 6, 2, e i a o r d,0,11,5,0
postcards, 9, 8, 9, 3, e i a o s r t p k,0,11,5,0
postcode, 8, 7, 8, 3, e a i o r t s p,0,7,3,0
postcodes, 9, 7, 7, 1, e s i t o p d,0,11,6,0
postdated, 9, 7, 3, 0, e s d,0,4,0,0
posted, 6, 6, 9, 3, e r d a o l t s p,0,12,7,0
poster, 6, 6, 9, 3, e r a i o l t s p,0,15,10,2
posterior, 9, 7, 5, 1, e i n t r,0,4,1,0
posteriors, 10, 7, 5, 0, e i s t o,0,4,1,0
posterity, 9, 8, 8, 1, e i n t y r s o,0,3,1,0
posters, 7, 6, 7, 1, e s t r u o p,0,15,10,2
postfixes, 9, 8, 3, 0, e s i,0,6,2,0
postgraduate, 12, 10, 3, 1, i e a,0,2,0,0
postgraduates, 13, 10, 3, 1, i e t,0,3,0,0
posthumous, 10, 7, 4, 2, e i o u,0,5,3,0
posthumously, 12, 9, 5, 2, i e o y l,0,5,3,0
postilion, 9, 7, 5, 1, e i n o l,0,5,2,0
postilions, 10, 7, 4, 1, e i s o,0,5,2,0
postillion, 10, 7, 5, 1, e i n o s,0,4,2,0
posting, 7, 7, 11, 4, e i n g a o r l t s p,0,12,7,0
postings, 8, 7, 9, 2, e i s n g t a o p,0,12,7,0
postlude, 8, 8, 8, 2, e a i o u d l t,0,6,3,0
postman, 7, 7, 9, 3, e i a o r t s p n,0,6,2,0
postmark, 8, 8, 6, 3, e i a o r d,0,11,6,0
postmarked, 10, 10, 5, 0, e s d t r,0,4,0,0
postmarks, 9, 8, 9, 2, e i a o s r t p k,0,11,6,0
postmaster, 10, 8, 5, 0, e s r a m,0,6,2,0
postmasters, 11, 8, 5, 0, e s r a m,0,3,0,0
postmen, 7, 7, 7, 2, e r d s n m t,0,6,2,0
postmistress, 12, 8, 3, 0, i e s,0,4,1,0
postmodern, 10, 9, 5, 0, e s t r d,0,4,1,0
postmodernism, 13, 10, 6, 0, i n r e d m,0,3,1,0
postmodernist, 13, 10, 6, 0, i n r e d m,0,2,0,0
postmortem, 10, 7, 4, 1, e s d r,0,4,1,0
postmortems, 11, 7, 3, 0, e s r,0,3,1,0
postnatal, 9, 7, 4, 2, e i a t,0,3,1,0
postoperative, 13, 9, 3, 1, i n o,0,2,0,0
postoperatively, 15, 11, 2, 0, i e,0,2,0,0
postpone, 8, 6, 8, 3, e a i o r t s p,0,6,2,0
postponed, 9, 7, 5, 0, e s d n o,0,7,2,0
postponement, 12, 7, 3, 1, i e o,0,2,0,0
postponements, 13, 7, 3, 1, i e s,0,2,0,0
postpones, 9, 6, 6, 1, e s i t o p,0,7,2,0
postponing, 10, 7, 5, 1, e i n g o,0,4,2,0
posts, 5, 4, 8, 4, e s t u a i o p,0,12,9,1
postscript, 10, 7, 4, 2, e i n t,0,5,2,0
postscripts, 11, 7, 3, 1, e i s,0,4,2,0
postulate, 9, 8, 6, 0, e a t o u l,0,6,2,0
postulated, 10, 9, 7, 1, e s d t c a l,0,7,2,0
postulates, 10, 8, 3, 1, e s i,0,7,2,0
postulating, 11, 10, 6, 1, e i n g a t,0,4,1,0
postulation, 11, 9, 5, 1, e i n o t,0,4,1,0
postural, 8, 8, 8, 2, e i a o l u t r,0,7,3,0
posture, 7, 7, 8, 2, e a i u o t s r,0,8,3,0
postured, 8, 8, 8, 0, e s d u r t p o,0,8,3,0
postures, 8, 7, 7, 0, e s t p u r o,0,8,3,0
posturing, 9, 9, 7, 1, e i n g r o p,0,5,2,0
posturings, 10, 9, 4, 1, e i s n,0,5,2,0
posy, 4, 4, 8, 4, e a o s t y r p,0,12,10,2
pot, 3, 3, 6, 3, a o t s r p,0,16,13,4
potable, 7, 7, 7, 0, e a l b t o p,0,6,2,0
potash, 6, 6, 4, 1, e a s t,0,7,3,0
potassium, 9, 8, 4, 2, e i n a,0,4,1,0
potato, 6, 4, 5, 3, e a s i t,0,2,1,0
potbellied, 10, 8, 5, 2, e r d a l,0,4,1,0
potch, 5, 5, 11, 6, e s a o y u i h t c p,0,16,11,2
potencies, 9, 8, 4, 1, e s i l,0,4,1,0
potency, 7, 7, 8, 3, e a i o s p y t,0,4,1,0
potent, 6, 5, 6, 1, e s n t p o,0,4,1,0
potentate, 9, 6, 4, 2, e i r a,0,4,0,0
potentates, 10, 7, 4, 2, e r i a,0,2,0,0
potential, 9, 8, 4, 0, e i n l,0,3,0,0
potentialities, 14, 9, 2, 0, i s,0,2,0,0
potentiality, 12, 9, 5, 0, i n l a t,0,2,0,0
potentially, 11, 9, 3, 0, e i l,0,3,0,0
potentials, 10, 9, 4, 0, e i s n,0,3,0,0
potentiometer, 13, 8, 2, 0, i n,0,2,0,0
potentiometers, 14, 9, 2, 0, i e,0,2,0,0
potently, 8, 7, 8, 3, e r i a o l y t,0,4,1,0
pothole, 7, 6, 9, 4, e a i u o c h l t,0,4,1,0
potholes, 8, 7, 10, 4, e s i a u o c h l t,0,5,2,0
potion, 6, 5, 7, 2, e a i n o t p,0,14,10,2
potions, 7, 6, 7, 1, e i s n o t p,0,14,9,1
potpourri, 9, 6, 3, 1, e i r,0,5,2,0
pots, 4, 4, 7, 3, e a o s t r p,0,16,12,2
potsherds, 9, 8, 3, 0, e s r,0,4,1,0
potshot, 7, 5, 6, 3, e i a o t p,0,9,5,0
potshots, 8, 5, 6, 3, e i a o s p,0,9,5,0
pottage, 7, 6, 6, 0, e a t g o p,0,12,8,0
potted, 6, 5, 8, 3, e r d a o l t p,0,16,11,2
potter, 6, 5, 8, 3, e r a i o l t p,0,16,11,2
pottered, 8, 6, 7, 2, e d r t u a o,0,4,1,0
potteries, 9, 7, 7, 0, e s i r t o p,0,10,4,0
pottering, 9, 8, 8, 2, e i n g r t a u,0,4,1,0
potters, 7, 6, 11, 6, e s r a i o l d c h t,0,7,3,0
pottery, 7, 6, 7, 2, e s r y o p d,0,10,6,0
potties, 7, 6, 9, 4, e r d s i o l b p,0,5,1,0
potting, 7, 6, 10, 4, e i n g a o r l t p,0,16,11,2
potty, 5, 4, 11, 8, e s a o y d l r b f p,0,11,9,1
pouch, 5, 5, 11, 7, e s a o y u d t h c v,0,16,11,5
pouches, 7, 7, 12, 6, e r d s i l c h o u v t,0,16,9,2
pouffe, 6, 5, 8, 4, e l i a o u c f,0,10,8,0
pouffes, 7, 6, 10, 6, e r d s i l c a o u,0,10,7,0
poult, 5, 5, 11, 6, e s a o y u d t n l p,0,14,10,2
poulterer, 9, 7, 6, 0, e r t l u o,0,7,4,0
poultice, 8, 8, 8, 2, e a i o n c t l,0,7,3,0
poultry, 7, 7, 7, 3, e i a o u y l,0,8,5,0
pounce, 6, 6, 9, 3, e l i a o u c n p,0,16,10,2
pounced, 7, 7, 11, 4, e r d l s t c n u o p,0,16,9,2
pounces, 7, 7, 11, 4, e r d s i l c n u o p,0,16,9,2
pouncing, 8, 7, 9, 2, e i n g u o d c p,0,16,10,2
pound, 5, 5, 11, 6, e s a o y u d n w r p,0,16,11,5
poundage, 8, 8, 6, 2, e a t c g p,0,6,2,0
pounded, 7, 6, 9, 3, e r d o u n w s p,0,16,10,4
pounding, 8, 7, 11, 4, e i n g u o d w s r p,0,16,10,4
pounds, 6, 6, 11, 5, e a i o u s d n w r p,0,16,10,4
pour, 4, 4, 10, 6, e a o s l r u y t p,0,16,12,3
pourable, 8, 8, 6, 1, e a l b i u,0,8,4,0
poured, 6, 6, 9, 4, e r s d a i o u t,0,8,5,0
pouring, 7, 7, 10, 4, e i n g a o r u t s,0,8,4,0
pours, 5, 5, 10, 5, e s a o l r u y t p,0,16,11,3
pout, 4, 4, 12, 8, e a o s l r n y c t u p,0,16,12,3
pouted, 6, 6, 8, 4, e r d a o l t s,0,10,7,0
pouter, 6, 6, 8, 4, e r a i o l t s,0,8,4,0
pouting, 7, 7, 10, 5, e i n g a o r l t s,0,10,6,0
pouts, 5, 5, 11, 6, e s a o l r n c t u p,0,16,11,2
poverty, 7, 7, 8, 3, e a i o s p y t,0,7,4,0
povertystricken, 15, 12, 2, 0, i e,0,2,0,0
powder, 6, 6, 9, 5, e r a i o l t d n,0,11,7,0
powdered, 8, 6, 5, 0, e d r o w,0,10,7,0
powdering, 9, 9, 10, 3, e i n g r t a o d l,0,8,3,0
powders, 7, 7, 9, 3, e s r a i o l d w,0,11,6,0
powdery, 7, 7, 7, 1, e s r y o p d,0,11,7,0
power, 5, 5, 10, 5, e s d r a i o w t p,0,18,13,9
powerboat, 9, 8, 5, 2, e i r a d,0,4,0,0
powerboats, 10, 9, 6, 1, e i r a s p,0,3,0,0
powered, 7, 6, 8, 2, e r d a o w t p,0,12,8,0
powerful, 8, 8, 5, 2, e r i n l,0,7,5,0
powerfully, 10, 9, 5, 2, e i r a u,0,4,2,0
powerfulness, 12, 10, 3, 1, i e r,0,5,3,0
powerhouse, 10, 8, 4, 2, e a i o,0,4,2,0
powerhouses, 11, 8, 4, 1, e r d s,0,6,4,0
powering, 8, 8, 10, 2, e r i g n a o w t p,0,12,7,0
powerless, 9, 7, 6, 1, e s n l r w,0,7,4,0
powerlessness, 13, 8, 2, 1, i e,0,2,1,0
powers, 6, 6, 9, 3, e s r a i o w t p,0,18,12,8
powersharing, 12, 11, 4, 0, i n g r,0,3,1,0
pox, 3, 3, 7, 5, a o t d b w p,0,16,14,35
practicabilities, 16, 10, 1, 0, i,0,2,0,0
practicability, 14, 9, 4, 0, i l y t,0,3,1,0
practicable, 11, 9, 6, 1, e a l b i d,0,3,0,0
practical, 9, 7, 6, 2, e i s a p t,0,7,4,0
practicalities, 14, 9, 4, 0, i l s e,0,2,0,0
practicality, 12, 8, 2, 0, i t,0,3,1,0
practically, 11, 8, 6, 1, e i a y l c,0,7,4,0
practicals, 10, 8, 5, 2, e i l y s,0,4,2,0
practice, 8, 7, 6, 0, e a i t r c,0,8,3,0
practices, 9, 8, 6, 0, e s i a r t,0,8,2,0
practise, 8, 8, 6, 0, e a i t r c,0,7,2,0
practised, 9, 9, 7, 1, e s d i a t n,0,7,2,0
practises, 9, 8, 4, 1, e s o a,0,7,2,0
practising, 10, 9, 7, 1, e i n g a t s,0,7,2,0
practitioner, 12, 9, 3, 1, i l t,0,3,0,0
practitioners, 13, 10, 2, 0, i t,0,2,0,0
pragmatic, 9, 8, 6, 1, e i a c t r,0,8,4,0
pragmatically, 13, 10, 8, 0, i a y l c t r m,0,14,7,0
pragmatics, 10, 9, 6, 2, e i n t s r,0,8,3,0
pragmatism, 10, 8, 5, 2, e i n t s,0,7,3,0
pragmatist, 10, 8, 5, 2, e i n t s,0,3,1,0
pragmatists, 11, 8, 4, 1, e i s t,0,3,1,0
prague, 6, 6, 7, 3, e l i a r n g,0,13,9,2
prairie, 7, 5, 5, 3, e a l n u,0,5,2,0
prairies, 8, 6, 7, 2, e s i t f p a,0,6,3,0
praise, 6, 6, 8, 2, e l i r s u a p,0,16,10,2
praised, 7, 7, 8, 1, e r d i a t s p,0,16,9,2
praises, 7, 6, 6, 2, e r d s u i,0,7,3,0
praiseworthy, 12, 11, 3, 0, i e s,0,3,0,0
praising, 8, 7, 8, 3, e i n g r b a l,0,7,3,0
praline, 7, 7, 5, 0, e a l i n,0,6,2,0
pram, 4, 4, 8, 4, e a r b t y m p,0,16,12,14
prams, 5, 5, 7, 3, e s a r y g p,0,16,11,9
prance, 6, 6, 9, 3, e l i a r n c t p,0,15,10,2
pranced, 7, 7, 6, 1, e r d i a c,0,12,6,0
prancer, 7, 6, 6, 2, e r i o a c,0,12,7,0
prancing, 8, 7, 9, 4, e i n g u a k t c,0,12,7,0
prang, 5, 5, 7, 2, e s a r n g p,0,17,12,3
prank, 5, 5, 8, 3, e s a r n g k p,0,17,13,3
pranks, 6, 6, 8, 2, e a s r n g k p,0,15,11,2
prankster, 9, 8, 6, 0, e s r t a k,0,6,2,0
pranksters, 10, 8, 6, 0, e s r t a k,0,6,2,0
prat, 4, 4, 6, 2, e a r b t p,0,16,12,2
prattle, 7, 6, 6, 1, e a l r g t,0,3,0,0
prattled, 8, 7, 7, 1, e s d a r l p,0,8,4,0
prattler, 8, 6, 7, 4, e s d r i p o,0,8,4,0
prattling, 9, 8, 7, 2, e i n g r p o,0,3,1,0
prawn, 5, 5, 8, 3, e s a r n i w p,0,16,12,2
prawns, 6, 6, 6, 2, e a s r n i,0,7,4,0
pray, 4, 4, 8, 4, e a r b t y x p,0,16,13,14
prayed, 6, 6, 9, 3, e r s d a c y x p,0,16,11,8
prayer, 6, 5, 7, 3, e r a g d c y,0,16,12,5
prayerbook, 10, 8, 5, 2, e i s a r,0,8,4,0
prayerful, 9, 8, 5, 1, e i r l a,0,5,3,0
prayerfully, 11, 8, 3, 1, e n r,0,3,1,0
prayers, 7, 6, 7, 2, e s r a d t y,0,14,10,2
praying, 7, 7, 12, 5, e i n g a s r b t y x p,0,16,11,9
prays, 5, 5, 8, 3, e s a r y x t p,0,16,12,9
pre, 3, 3, 7, 6, a o e i u y h,0,8,6,0
preach, 6, 6, 9, 3, e s r a y h t c p,0,16,10,2
preached, 8, 7, 9, 2, e r s d c h w a p,0,16,9,2
preacher, 8, 6, 4, 2, e r i t,0,8,5,0
preachers, 9, 7, 3, 0, e s r,0,8,4,0
preaches, 8, 7, 8, 1, e r s c h n a p,0,16,9,2
preaching, 9, 9, 10, 1, e r n g i a h t c p,0,16,8,0
preachings, 10, 10, 9, 0, e i s r n g h a c,0,5,2,0
preadolescent, 13, 11, 2, 1, i e,0,1,0,0
preallocate, 11, 8, 3, 0, e a l,0,3,0,0
preamble, 8, 7, 4, 1, e r a i,0,7,5,0
preambles, 9, 8, 5, 1, e r p d s,0,7,4,0
preamp, 6, 5, 8, 3, e s r a y h m p,0,14,10,2
preamplifier, 12, 8, 4, 2, i t s p,0,3,1,0
prearranged, 11, 7, 2, 0, e r,0,3,1,0
preauthorise, 12, 10, 4, 1, i n r s,0,2,0,0
prebend, 7, 6, 5, 2, e r p t s,0,6,4,0
prebendary, 10, 8, 2, 0, e r,0,3,1,0
precarious, 10, 9, 8, 0, e i s r u o a c,0,12,5,0
precariously, 12, 11, 10, 0, i a y l s u o e r c,0,12,4,0
precariousness, 14, 10, 9, 0, i e n s u o a r c,0,12,4,0
precaution, 10, 10, 6, 0, e i n o t r,0,4,0,0
precautionary, 13, 11, 3, 0, i a e,0,3,0,0
precautions, 11, 11, 7, 0, e i o s n t r,0,3,0,0
precede, 7, 5, 2, 0, e d,0,6,5,0
preceded, 8, 5, 3, 0, e r d,0,8,6,0
precedence, 10, 6, 3, 0, e n c,0,8,5,0
precedences, 11, 7, 4, 0, e s n c,0,8,4,0
precedent, 9, 7, 4, 0, e c p t,0,6,3,0
precedents, 10, 8, 2, 0, e s,0,6,3,0
precedes, 8, 6, 3, 0, e r d,0,7,5,0
preceding, 9, 8, 3, 0, e r n,0,5,3,0
precept, 7, 5, 3, 0, e r p,0,12,8,0
precepts, 8, 6, 5, 0, e t s r p,0,12,7,0
precess, 7, 5, 5, 1, e r p t s,0,7,5,0
precessed, 9, 6, 4, 1, e r p n,0,7,5,0
precessing, 10, 8, 7, 1, e r n g i p t,0,7,3,0
precession, 10, 8, 3, 0, e r n,0,4,2,0
precinct, 8, 7, 3, 0, e i c,0,5,2,0
precincts, 9, 8, 6, 0, e r n s i t,0,5,2,0
precious, 8, 8, 4, 0, e i c s,0,12,6,0
preciously, 10, 10, 10, 1, e i y l r s u o p v,0,12,5,0
preciousness, 12, 9, 2, 0, i e,0,4,2,0
precipice, 9, 5, 4, 1, e a i r,0,5,3,0
precipices, 10, 6, 3, 0, e r p,0,5,3,0
precipitate, 11, 7, 3, 0, e a t,0,2,0,0
precipitated, 12, 8, 8, 1, i c a t e r p s,0,7,3,0
precipitately, 13, 9, 2, 0, i t,0,2,0,0
precipitates, 12, 8, 8, 0, i c a t e r p s,0,7,2,0
precipitating, 13, 9, 4, 0, i n g c,0,4,1,0
precipitation, 13, 9, 4, 0, i n o t,0,4,0,0
precipitous, 11, 9, 3, 0, e i p,0,4,1,0
precipitously, 13, 11, 3, 0, i t s,0,3,1,0
precis, 6, 6, 7, 3, e s a l r c k,0,7,4,0
precise, 7, 6, 7, 2, e r t p s i m,0,12,7,0
precisely, 9, 8, 2, 0, e s,0,6,4,0
preciseness, 11, 7, 3, 0, e n s,0,3,2,0
precision, 9, 8, 5, 0, e r n o i,0,5,2,0
precisions, 10, 8, 2, 0, e i,0,5,2,0
preclinical, 11, 8, 5, 1, e i r p u,0,5,2,0
preclude, 8, 7, 5, 2, e r a p g,0,10,7,0
precluded, 9, 7, 4, 0, e r p d,0,10,7,0
precludes, 9, 8, 4, 0, e r p d,0,7,5,0
precluding, 10, 10, 6, 0, e i n r p g,0,10,5,0
precocious, 10, 8, 6, 2, e i s r n l,0,4,2,0
precociously, 12, 10, 3, 1, i a e,0,4,2,0
precociousness, 14, 9, 6, 0, i e n s u o,0,3,2,0
precocity, 9, 8, 7, 1, e r n t y i c,0,4,1,0
precognition, 12, 9, 4, 0, i t e n,0,6,1,0
precognitions, 13, 10, 5, 0, i s o t n,0,6,1,0
precomputed, 11, 9, 4, 0, e r p d,0,4,1,0
preconceived, 12, 9, 3, 1, i t e,0,2,1,0
preconception, 13, 8, 2, 0, i n,0,2,0,0
preconceptions, 14, 9, 4, 0, i o s n,0,2,0,0
precondition, 12, 9, 4, 0, i t e n,0,6,1,0
preconditions, 13, 10, 5, 0, i s o t n,0,6,1,0
precooked, 9, 7, 5, 1, e r p d l,0,4,2,0
precursor, 9, 7, 2, 0, e r,0,5,3,0
precursors, 10, 7, 3, 1, e i s,0,5,3,0
predate, 7, 6, 6, 1, e r t a p l,0,11,6,0
predated, 8, 6, 6, 1, e r s d t a,0,11,6,0
predates, 8, 7, 8, 2, e r s c t a p l,0,11,5,0
predating, 9, 9, 8, 1, e r n g i a p c,0,4,1,0
predation, 9, 9, 8, 0, e r n o i t a d,0,11,3,0
predations, 10, 10, 9, 0, e i s r n o t a d,0,11,2,0
predator, 8, 7, 4, 1, e i r o,0,4,0,0
predators, 9, 8, 7, 1, e r o t a p y,0,7,2,0
predatory, 9, 8, 8, 1, e r o t a p y f,0,11,5,0
predeceased, 11, 7, 2, 0, e s,0,3,1,0
predecessor, 11, 7, 1, 0, e,0,1,0,0
predecessors, 12, 7, 2, 1, i e,0,2,1,0
predeclared, 11, 7, 2, 0, e r,0,3,1,0
predefine, 9, 7, 2, 0, e r,0,5,3,0
predefined, 10, 7, 2, 0, e r,0,4,3,0
predefining, 11, 8, 2, 1, e t,0,2,1,0
predestination, 14, 10, 2, 0, i n,0,4,0,0
predestined, 11, 8, 3, 0, e r d,0,2,0,0
predetermination, 16, 10, 2, 0, i e,0,1,0,0
predetermine, 12, 8, 4, 1, i n g r,0,1,0,0
predetermined, 13, 8, 4, 2, i s a d,0,7,3,0
predetermines, 13, 9, 3, 0, i s n,0,7,2,0
predicament, 11, 10, 5, 0, e t n m a,0,3,0,0
predicaments, 12, 11, 2, 0, i e,0,3,0,0
predicate, 9, 8, 4, 0, e a t c,0,5,1,0
predicated, 10, 8, 8, 0, e r p c t a i d,0,7,3,0
predicates, 10, 9, 8, 0, e r p c t a i d,0,7,2,0
predicating, 11, 10, 4, 0, e i r n,0,5,1,0
predicative, 11, 9, 5, 0, e a v t i,0,5,1,0
predict, 7, 7, 5, 1, e r i g t,0,7,4,0
predictability, 14, 11, 2, 0, i t,0,2,0,0
predictable, 11, 10, 5, 0, e a b l i,0,5,1,0
predictably, 11, 11, 2, 0, e i,0,5,1,0
predicted, 9, 7, 4, 0, e r p d,0,5,2,0
predicting, 10, 9, 4, 0, e i c n,0,5,2,0
prediction, 10, 9, 4, 0, e i c n,0,4,1,0
predictions, 11, 10, 3, 0, e i s,0,4,1,0
predictive, 10, 8, 3, 0, e i c,0,3,1,0
predictor, 9, 8, 2, 0, e r,0,4,1,0
predictors, 10, 9, 3, 1, e i y,0,7,2,0
predicts, 8, 8, 4, 0, e i c t,0,7,3,0
predilection, 12, 10, 4, 0, i t n r,0,3,1,0
predilections, 13, 11, 4, 0, i s t r,0,2,0,0
predispose, 10, 7, 5, 0, e i r d o,0,5,2,0
predisposed, 11, 7, 4, 0, e r p d,0,7,3,0
predisposes, 11, 7, 4, 0, e r p d,0,7,3,0
predisposing, 12, 9, 5, 1, i t d g p,0,5,2,0
predisposition, 14, 9, 2, 0, i t,0,5,1,0
predispositions, 15, 9, 1, 0, i,0,5,1,0
predominance, 12, 10, 3, 0, i a e,0,4,1,0
predominant, 11, 10, 3, 0, e i t,0,3,0,0
predominantly, 13, 12, 2, 0, i n,0,2,0,0
predominate, 11, 10, 3, 0, e a t,0,3,0,0
predominated, 12, 10, 8, 0, i a e t n m o d,0,7,1,0
predominates, 12, 11, 8, 0, i a e t n m o d,0,7,0,0
predominating, 13, 11, 6, 0, i n g t a o,0,4,0,0
preen, 5, 4, 6, 4, e s r g c d,0,16,12,2
preened, 7, 5, 5, 0, e r d n p,0,16,11,2
preening, 8, 6, 4, 0, e i g n,0,16,11,2
preens, 6, 5, 6, 2, e s r g c n,0,16,11,2
prefab, 6, 6, 5, 1, e s r a b,0,8,5,0
prefabricated, 13, 10, 4, 0, i a c t,0,3,0,0
prefabrication, 14, 11, 4, 0, i n o r,0,4,0,0
prefabs, 7, 7, 6, 1, e r i a s p,0,15,10,2
preface, 7, 6, 6, 3, e r t p s d,0,12,8,0
prefaced, 8, 7, 5, 1, e r s d c,0,8,5,0
prefaces, 8, 7, 4, 0, e r s c,0,8,4,0
prefacing, 9, 9, 8, 0, e r n g i a p c,0,8,3,0
prefatory, 9, 8, 8, 0, e r o t a p y f,0,11,6,0
prefect, 7, 6, 6, 2, e r p t n a,0,12,8,0
prefects, 8, 7, 6, 1, e t s r p n,0,12,7,0
prefecture, 10, 7, 2, 0, e r,0,5,3,0
prefer, 6, 4, 6, 3, e d s r t f,0,15,12,3
preferable, 10, 7, 2, 0, e r,0,5,3,0
preferably, 10, 8, 4, 1, e r p g,0,3,1,0
preference, 10, 6, 3, 0, e n c,0,8,5,0
preferences, 11, 7, 4, 0, e s n c,0,8,4,0
preferential, 12, 9, 3, 1, i n s,0,2,0,0
preferentially, 14, 10, 2, 0, i r,0,1,0,0
preferment, 10, 7, 2, 0, e n,0,2,0,0
preferred, 9, 5, 2, 0, e r,0,7,6,0
preferring, 10, 7, 2, 0, e r,0,7,4,0
prefers, 7, 5, 5, 1, e r s t f,0,15,11,2
prefigured, 10, 8, 2, 0, e r,0,5,3,0
prefix, 6, 6, 6, 4, e s r a n t,0,8,5,0
prefixed, 8, 7, 7, 3, e r s d c t i,0,7,5,0
prefixes, 8, 7, 7, 3, e r s c t p d,0,12,8,0
prefixing, 9, 8, 7, 1, e r n g i p s,0,7,4,0
pregnancies, 11, 9, 3, 0, e r p,0,5,2,0
pregnancy, 9, 8, 3, 0, e r n,0,6,3,0
pregnant, 8, 7, 5, 1, e i r a t,0,4,1,0
preheat, 7, 6, 6, 1, e r p t n a,0,4,1,0
preheating, 10, 9, 7, 0, e r n g i p t,0,4,1,0
prehensile, 10, 8, 6, 1, e r i n p t,0,3,2,0
prehistoric, 11, 9, 2, 0, e i,0,4,1,0
prehistory, 10, 9, 4, 1, e i y l,0,7,2,0
prejudge, 8, 7, 6, 2, e r a p g i,0,10,8,0
prejudged, 9, 7, 4, 0, e r p d,0,10,8,0
prejudging, 10, 9, 6, 0, e i n r p g,0,10,6,0
prejudice, 9, 8, 4, 1, e a i r,0,7,5,0
prejudiced, 10, 8, 6, 0, e r p c i d,0,7,5,0
prejudices, 10, 9, 6, 0, e r p c i d,0,7,4,0
prejudicial, 11, 10, 3, 1, e i n,0,5,2,0
prejudicing, 11, 10, 5, 0, e i n g r,0,7,4,0
prelate, 7, 6, 6, 0, e r t a p l,0,10,5,0
prelates, 8, 7, 8, 1, e r s c t a p l,0,10,4,0
preliminaries, 13, 9, 3, 0, i n l,0,3,1,0
preliminarily, 13, 9, 3, 0, i n l,0,3,1,0
preliminary, 11, 9, 3, 0, e i p,0,3,1,0
prelude, 7, 6, 6, 2, e r t p s d,0,10,7,0
preludes, 8, 7, 7, 2, e r s c t p d,0,10,6,0
premature, 9, 7, 3, 0, e a r,0,4,1,0
prematurely, 11, 9, 2, 0, e t,0,2,0,0
prematureness, 13, 9, 3, 1, i e m,0,2,0,0
prematurity, 11, 9, 4, 1, e i n u,0,2,0,0
premeditate, 11, 8, 2, 0, e a,0,2,0,0
premeditated, 12, 8, 3, 0, i a e,0,1,0,0
premeditation, 13, 10, 5, 0, i n o t e,0,2,0,0
premenstrual, 12, 10, 3, 1, i e l,0,2,0,0
premier, 7, 5, 6, 3, e r a k s i,0,8,5,0
premiere, 8, 5, 1, 0, e,0,1,0,0
premiered, 9, 6, 6, 1, e r i m p s,0,8,5,0
premieres, 9, 6, 6, 0, e r i m p s,0,7,4,0
premiers, 8, 6, 5, 1, e r s k m,0,8,4,0
premiership, 11, 7, 2, 0, e i,0,5,3,0
premise, 7, 6, 7, 1, e r t p s i m,0,12,8,0
